review,date,Marca,Produto,loja,estrelas,gptpt,descricaoGptpt,url
Cervas entregue em perfeito eatado!,2023-09-25,Brahma,Brahma Chopp,Amazon,4.6,1,"A avaliação expressa uma opinião positiva ao afirmar que as cervejas foram entregues em perfeito estado, o que é um aspecto desejável para qualquer produto.",https://www.amazon.com.br/gp/customer-reviews/RNNLY6FGCERD5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZJVY65M
Chegou as 5 unidades.,2021-10-05,Brahma,Brahma Chopp,Amazon,4.6,0,"A avaliação apenas relata a chegada das 5 unidades, sem expressar nenhuma opinião positiva ou negativa sobre o produto Brahma Chopp.",https://www.amazon.com.br/gp/customer-reviews/R9XWVC27JL48B/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZJVY65M
"Chegou muito rápido, e em perfeito estado. Podem comprar sem medo.",2023-02-13,Brahma,Brahma Chopp,Amazon,4.6,1,"A avaliação é claramente positiva, destacando que o produto chegou rápido e em perfeito estado, além de encorajar outras pessoas a comprarem sem medo. Não há indícios de sarcasmo, ironia ou polarity shift, apenas elogios ao produto.",https://www.amazon.com.br/gp/customer-reviews/R3O7RWC62OGKE4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZJVY65M
Gente eu amo,2023-07-13,Brahma,Brahma Chopp,Amazon,4.6,1,"A avaliação expressa claramente um sentimento de amor pelo produto, o que indica uma opinião positiva.",https://www.amazon.com.br/gp/customer-reviews/R3629CNXDF66HW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZJVY65M
Otimo,2023-08-28,Brahma,Brahma Chopp,Amazon,4.6,0,"A avaliação é neutra, pois a palavra ótimo por si só não indica se a opinião é positiva ou negativa em relação ao produto Brahma Chopp.",https://www.amazon.com.br/gp/customer-reviews/R30246Q4XX67Z1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZJVY65M
EXCELENTE CERVEJA!,2023-04-04,Brahma,Brahma Chopp,Amazon,4.6,1,"A avaliação é claramente positiva, pois o termo EXCELENTE indica uma opinião favorável em relação à cerveja Brahma Chopp.",https://www.amazon.com.br/gp/customer-reviews/R1PQX5G5MMSB0V/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZJVY65M
Cerveja brama muito boa.,2023-04-18,Brahma,Brahma Chopp,Amazon,4.6,1,A avaliação expressa uma opinião positiva ao afirmar que a cerveja Brahma é muito boa.,https://www.amazon.com.br/gp/customer-reviews/R1PQH3WCGC8PNV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZJVY65M
Veio dentro do prazo ....  só acho q poderia melhorar a embalagem !!!,2023-04-18,Brahma,Brahma Chopp,Amazon,4.6,0,"A avaliação menciona que o produto veio dentro do prazo, o que é positivo, mas também aponta uma sugestão de melhoria na embalagem. Como não há uma clara indicação de satisfação ou insatisfação, a avaliação é classificada como neutra.",https://www.amazon.com.br/gp/customer-reviews/R1DX4E7JTTIQBM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZJVY65M
Boa e barata,2023-06-07,Brahma,Brahma Chopp,Amazon,4.6,1,"A avaliação é claramente positiva, pois descreve o produto como bom e barato, o que são características desejáveis para os consumidores.",https://www.amazon.com.br/gp/customer-reviews/R15QJYUAPL9CNW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZJVY65M
"Chegou bem embaladas, perfeito!",2023-07-30,Brahma,Brahma Chopp,Amazon,4.6,1,"A avaliação é claramente positiva, pois destaca que o produto chegou bem embalado e perfeito, indicando uma experiência satisfatória.",https://www.amazon.com.br/gp/customer-reviews/R12CKM49H0RDQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZJVY65M
"Se tratando de um produto que estoura e amasse com facilidade, não veio com a devida proteção apenas na cx com um papel cartão em cima, algumas vieram amaçadas",2023-07-19,Brahma,Brahma Chopp,Amazon,4.6,-1,"A avaliação menciona pontos negativos do produto, como a facilidade de estourar e amassar, além de criticar a falta de proteção adequada na embalagem. Isso indica uma experiência negativa com o produto.",https://www.amazon.com.br/gp/customer-reviews/R112ITSRK7NQH8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07ZJVY65M
Ótimo custo benefício,2024-03-26,Brahma,Brahma Duplo Malte Black,Amazon,4.6,1,"A avaliação é claramente positiva ao mencionar um ótimo custo benefício, indicando que o produto oferece um bom valor em relação ao preço.",https://www.amazon.com.br/gp/customer-reviews/ROWYQ3OHW4WS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CH1F4KJY
A cerveja é tem uma certa desvantagem quanto ao amargor.,2023-12-28,Brahma,Brahma Duplo Malte Black,Amazon,4.6,0,"A avaliação menciona uma certa desvantagem em relação ao amargor da cerveja, o que não indica uma opinião claramente positiva ou negativa. Portanto, a classificação é neutra.",https://www.amazon.com.br/gp/customer-reviews/R3LR9VU84L9IJU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CH1F4KJY
Muito saborosa,2023-12-05,Brahma,Brahma Duplo Malte Black,Amazon,4.6,1,"A avaliação é claramente positiva ao afirmar que o produto é muito saboroso, indicando uma experiência agradável com o Brahma Duplo Malte Black.",https://www.amazon.com.br/gp/customer-reviews/R2VESNM84BRQ3U/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CH1F4KJY
Saborosa,2024-01-12,Brahma,Brahma Duplo Malte Black,Amazon,4.6,1,"A avaliação é claramente positiva ao descrever o produto como saborosa, indicando uma experiência agradável com o Brahma Duplo Malte Black.",https://www.amazon.com.br/gp/customer-reviews/R2UFS2Q38K6MR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CH1F4KJY
Já comprei várias vezes e aqui no nordeste não achamos esse chopp de máquina .,2024-02-04,Brahma,Brahma Duplo Malte Black,Amazon,4.6,0,"A avaliação relata uma experiência de compra repetida, o que pode indicar uma preferência pelo produto. No entanto, a menção de não encontrar o produto na região pode ser interpretada como uma frustração, o que equilibra a avaliação entre neutra e negativa.",https://www.amazon.com.br/gp/customer-reviews/R1P1XV27HZVWFW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CH1F4KJY
O texto da descrição fala de Stella,2023-12-22,Brahma,Brahma Duplo Malte Black,Amazon,4.6,0,"A avaliação apenas menciona o nome Stella na descrição, sem expressar uma opinião positiva ou negativa sobre o produto em questão, portanto é classificada como neutra.",https://www.amazon.com.br/gp/customer-reviews/R1HZ88BR9UOZ2U/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CH1F4KJY
Tudo certo.,2022-04-11,Brahma,Brahma Duplo Malte Puro,Amazon,4.6,0,"A avaliação simplesmente afirma que está tudo certo, sem expressar uma opinião positiva ou negativa sobre o produto Brahma Duplo Malte Puro. Portanto, é classificada como neutra.",https://www.amazon.com.br/gp/customer-reviews/RW8X3TR141V5O/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08NFB66GY
"Chegou antes do prazo estipulado. Qualidade muito boa, principalmente se estiver bem gelada!rsrsr",2023-04-13,Brahma,Brahma Duplo Malte Puro,Amazon,4.6,1,"A avaliação destaca que o produto chegou antes do prazo estipulado e elogia a qualidade, principalmente quando bem gelada. O uso de rsrsr indica um tom descontraído e positivo, caracterizando a avaliação como positiva.",https://www.amazon.com.br/gp/customer-reviews/RQ5QY70P7ZJQ7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08NFB66GY
Boa,2023-05-24,Brahma,Brahma Duplo Malte Puro,Amazon,4.6,0,"A avaliação é muito genérica e não fornece informações suficientes para determinar se é positiva ou negativa. Portanto, é classificada como neutra.",https://www.amazon.com.br/gp/customer-reviews/RG0LGPCNLNYRN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08NFB66GY
"O produto é bom. Já comprei mais de uma vez, sempre de pouca quantidade. Como gostei do produto, resolvi comprar 30, mas só recebi 27.",2022-02-25,Brahma,Brahma Duplo Malte Puro,Amazon,4.6,0,"A avaliação menciona que o produto é bom e que o avaliador comprou mais de uma vez, o que indica uma experiência positiva. No entanto, a parte em que o avaliador menciona que comprou 30 unidades, mas só recebeu 27, pode indicar uma experiência neutra, já que não há uma clara indicação de satisfação ou insatisfação com o produto em si.",https://www.amazon.com.br/gp/customer-reviews/RF2QUKT7MJC71/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08NFB66GY
De malte ao invés de cereais maltados,2022-10-12,Brahma,Brahma Duplo Malte Puro,Amazon,4.6,0,"A avaliação menciona a presença de malte em vez de cereais maltados, o que pode ser interpretado como uma característica do produto, sem necessariamente indicar uma opinião positiva ou negativa.",https://www.amazon.com.br/gp/customer-reviews/RCWPGX8AR2F62/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08NFB66GY
Chegou certinho,2023-11-04,Brahma,Brahma Duplo Malte Puro,Amazon,4.6,0,"A avaliação apenas relata que o produto chegou certinho, sem expressar uma opinião positiva ou negativa.",https://www.amazon.com.br/gp/customer-reviews/RAIFMRM8FOGE0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08NFB66GY
Sabor sem igual.,2023-03-18,Brahma,Brahma Duplo Malte Puro,Amazon,4.6,1,"A avaliação destaca o sabor do produto como sem igual, o que indica uma experiência positiva e elogiosa em relação ao sabor da cerveja Brahma Duplo Malte Puro.",https://www.amazon.com.br/gp/customer-reviews/RAI41XCTI8X4D/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08NFB66GY
Sabor inigualável,2022-04-05,Brahma,Brahma Duplo Malte Puro,Amazon,4.6,1,"A avaliação destaca o sabor inigualável do produto, o que indica uma opinião positiva sobre a cerveja Brahma Duplo Malte Puro.",https://www.amazon.com.br/gp/customer-reviews/RACXA7Z21WZ4D/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08NFB66GY
"Melhor que a Brahma Chopp, mas não é a melhor cerveja.",2022-02-10,Brahma,Brahma Duplo Malte Puro,Amazon,4.6,0,"A avaliação menciona que o produto é melhor que a Brahma Chopp, o que poderia indicar uma opinião positiva, porém em seguida afirma que não é a melhor cerveja, o que neutraliza a avaliação. Portanto, a classificação final é neutra.",https://www.amazon.com.br/gp/customer-reviews/R88GUQHJIPCFS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08NFB66GY
Bom,2023-03-14,Brahma,Brahma Duplo Malte Puro,Amazon,4.6,0,"A avaliação é muito genérica e não fornece informações suficientes para determinar se é positiva ou negativa. Portanto, é classificada como neutra.",https://www.amazon.com.br/gp/customer-reviews/R5O8H4XYLIBR0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08NFB66GY
"A cerveja estava com ótimo preço, comprei 24 e chegou 23. A caixa estava com um pequeno rasgo, que talvez tenha saído por ali.",2023-07-26,Brahma,Brahma Duplo Malte Puro,Amazon,4.6,0,"A avaliação menciona aspectos positivos, como o ótimo preço, mas também aponta para um aspecto negativo, como a caixa com um pequeno rasgo. No entanto, a avaliação não expressa claramente uma opinião positiva ou negativa sobre o produto em si, sendo assim classificada como neutra.",https://www.amazon.com.br/gp/customer-reviews/R3VQ2S5NH60R8E/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08NFB66GY
Produto veio bem embalado ótimo custo benefício,2022-07-25,Brahma,Brahma Duplo Malte Puro,Amazon,4.6,1,"A avaliação é claramente positiva, pois destaca que o produto veio bem embalado e possui um ótimo custo benefício, o que indica uma experiência satisfatória para o consumidor.",https://www.amazon.com.br/gp/customer-reviews/R3QWPQEK5OPCKK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08NFB66GY
Já conheço a quantidade do produto,2022-06-23,Brahma,Brahma Duplo Malte Puro,Amazon,4.6,0,"A avaliação apenas relata o conhecimento prévio da quantidade do produto, sem expressar nenhuma opinião positiva ou negativa.",https://www.amazon.com.br/gp/customer-reviews/R3LYX42VJL8R6H/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08NFB66GY
"Ótimo, comprei e saiu mais barato que os supermercados aqui próximo. E ainda veio de graça pelo prime.",2021-12-19,Brahma,Brahma Duplo Malte Puro,Amazon,4.6,1,"A avaliação é claramente positiva, destacando que o produto foi ótimo, mais barato que os supermercados locais e ainda veio de graça pelo prime. Esses aspectos ressaltam uma experiência satisfatória para o consumidor.",https://www.amazon.com.br/gp/customer-reviews/R3LMSGSDHTGKUN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08NFB66GY
Boa!,2022-05-21,Brahma,Brahma Duplo Malte Puro,Amazon,4.6,1,"A avaliação é claramente positiva ao afirmar Boa!, indicando uma opinião favorável em relação ao produto.",https://www.amazon.com.br/gp/customer-reviews/R3FKJLI0R1LH8P/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08NFB66GY
"Produto já conhecido, não fugiu as caracteristicas",2023-05-05,Brahma,Brahma Duplo Malte Puro,Amazon,4.6,0,"A avaliação indica que o produto não fugiu das características conhecidas, o que não expressa uma opinião claramente positiva ou negativa, sendo classificada como neutra.",https://www.amazon.com.br/gp/customer-reviews/R3CEMR1215IQLC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08NFB66GY
"Realmente muito boa! Recomendo, pois não é amarga e tem uma finalização no paladar marcante",2023-01-10,Brahma,Brahma Duplo Malte Puro,Amazon,4.6,1,"A avaliação é claramente positiva, destacando que a cerveja é muito boa, não é amarga e tem uma finalização no paladar marcante. Esses aspectos positivos indicam uma experiência satisfatória com o produto.",https://www.amazon.com.br/gp/customer-reviews/R3C658KE8LR8Z7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08NFB66GY
Valeu muita a pena essa cerveja bem embalado dentro prazo recomendo à todos.,2022-02-05,Brahma,Brahma Duplo Malte Puro,Amazon,4.6,1,"A avaliação é positiva, pois destaca que valeu muito a pena, elogia a embalagem e recomenda o produto a todos. Não há indicações de ironia, sarcasmo ou polarity shift.",https://www.amazon.com.br/gp/customer-reviews/R3A9SBT5MXDI3A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08NFB66GY
"depende do gosto, mas é a melhor cerveja que existe, quando gelada e barata.",2023-11-20,Brahma,Brahma Duplo Malte Puro,Amazon,4.6,1,"A avaliação apresenta uma opinião positiva ao afirmar que a cerveja é a melhor que existe quando gelada e barata, mesmo que inicialmente tenha mencionado que depende do gosto. Isso indica uma avaliação geral positiva do produto.",https://www.amazon.com.br/gp/customer-reviews/R35KSEMJAPTP0M/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08NFB66GY
"Na moda das ""puro malte"" essa é a melhor. tá longe de ser uma puro malte de verdade, mas não tem aquele gosto azedo das baratas e dá pra tomar de boas. É uma brahma gourmetizada, mas como a brahama ainda é das melhores das cervejas mais em conta, isso acaba sendo bom. A nota 10 vai pra amazon, que além de vender mais barato que no mercado (com cupom) e sem frete, ainda entraram em contato com a transportadora para agendar a entrega. Não lembro de outro site que tenha feito isso. Amazon é show de bola.",2022-06-29,Brahma,Brahma Duplo Malte Puro,Amazon,4.6,1,"A avaliação destaca pontos positivos do produto, como a ausência de gosto azedo, a facilidade de consumo e a qualidade em relação ao preço. Além disso, a menção positiva à Amazon reforça a percepção positiva do produto, indicando uma experiência satisfatória para o consumidor.",https://www.amazon.com.br/gp/customer-reviews/R3459XSKBZOJTX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08NFB66GY
"O gosto da cerveja é o gosto que conhecemos, entrega excelente, com rapidez. Chegou em perfeito estado, nada amassado ou furado. Comprarei mais vezes.",2021-11-23,Brahma,Brahma Duplo Malte Puro,Amazon,4.6,1,"A avaliação é claramente positiva, destacando o gosto conhecido da cerveja, a entrega excelente e rápida, além do produto ter chegado em perfeito estado. A intenção de comprar mais vezes também reforça a avaliação positiva do produto.",https://www.amazon.com.br/gp/customer-reviews/R33EBU858AU7SB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08NFB66GY
Gostei de tudo,2023-07-21,Brahma,Brahma Duplo Malte Puro,Amazon,4.6,1,"A avaliação expressa claramente uma opinião positiva ao afirmar que gostou de tudo, indicando uma experiência satisfatória com o produto.",https://www.amazon.com.br/gp/customer-reviews/R2ZSHI6ANSPBUT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08NFB66GY
"Ainda não tomei, mas veio tudo certinho",2022-12-14,Brahma,Brahma Duplo Malte Puro,Amazon,4.6,0,"A avaliação relata que o produto foi entregue corretamente, mas não expressa uma opinião positiva ou negativa sobre a qualidade do produto em si, sendo assim classificada como neutra.",https://www.amazon.com.br/gp/customer-reviews/R2WTE3P0H07MEG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08NFB66GY
"A cerveja dispensa comentário, é ótima. Chegou rápido e muito bem embalada. Recomendo!!!",2022-03-27,Brahma,Brahma Duplo Malte Puro,Amazon,4.6,1,"A avaliação é claramente positiva, pois descreve a cerveja como ótima, elogia a rapidez na entrega e a qualidade da embalagem, além de recomendar o produto. Não há indícios de ironia, sarcasmo ou polarity shift.",https://www.amazon.com.br/gp/customer-reviews/R2OPHBGSP5XBSD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08NFB66GY
"Vale a pena, recomendo!",2023-09-19,Brahma,Brahma Duplo Malte Puro,Amazon,4.6,1,"A avaliação é claramente positiva, pois indica que vale a pena e recomenda o produto. Isso demonstra uma experiência satisfatória com o Brahma Duplo Malte Puro.",https://www.amazon.com.br/gp/customer-reviews/R2MUF7RA5AECPP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08NFB66GY
Algumas latas vieram amassadas. Elas não vieram nas caixinhas. Comprei 80 unidades e vieram soltas em uma caixa grande.,2022-01-19,Brahma,Brahma Duplo Malte Puro,Amazon,4.6,-1,"A avaliação menciona que algumas latas vieram amassadas e não vieram nas caixinhas, o que indica uma experiência negativa. Além disso, a compra de 80 unidades e a entrega soltas em uma caixa grande podem ser considerados pontos negativos também.",https://www.amazon.com.br/gp/customer-reviews/R2INNYOXDDRQ1V/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08NFB66GY
"A cerveja é deliciosa geladona, refrescante, leve, custo benefício é ótimo, a entrega é rápida.",2022-04-22,Brahma,Brahma Duplo Malte Puro,Amazon,4.6,1,"A avaliação é claramente positiva, destacando vários aspectos positivos do produto, como ser deliciosa, geladona, refrescante, leve, com ótimo custo benefício e entrega rápida.",https://www.amazon.com.br/gp/customer-reviews/R2GNUDUHQ8XBCY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08NFB66GY
Muito saborosa essa cerveja,2023-02-24,Brahma,Brahma Duplo Malte Puro,Amazon,4.6,1,A avaliação expressa claramente uma opinião positiva ao descrever a cerveja como muito saborosa. Isso indica uma experiência agradável com o produto.,https://www.amazon.com.br/gp/customer-reviews/R2EAFUZOZ102SJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08NFB66GY
Ideal pra quem gosta de uma cerveja com sabor mais forte,2022-12-19,Brahma,Brahma Duplo Malte Puro,Amazon,4.6,1,"A avaliação é positiva, pois destaca que o produto é ideal para quem gosta de uma cerveja com sabor mais forte, o que pode ser considerado uma característica positiva para os consumidores que apreciam esse tipo de cerveja.",https://www.amazon.com.br/gp/customer-reviews/R29FD59W9NPI3I/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08NFB66GY
O produto foi entregue em perfeito estado e bem embalado!Parabéns! 👍👏,2024-02-17,Brahma,Brahma Duplo Malte Puro,Amazon,4.6,1,"A avaliação é claramente positiva, pois destaca que o produto foi entregue em perfeito estado e bem embalado, além de parabenizar o serviço com emojis de aprovação. Isso indica uma experiência satisfatória com o produto.",https://www.amazon.com.br/gp/customer-reviews/R27WEXGJXQMTBA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08NFB66GY
Entrega no prazo.,2023-02-22,Brahma,Brahma Duplo Malte Puro,Amazon,4.6,0,"A avaliação apenas relata a entrega do produto dentro do prazo, sem expressar nenhuma opinião positiva ou negativa.",https://www.amazon.com.br/gp/customer-reviews/R26PL8SO36JX64/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08NFB66GY
comprei 40 latinhas... chegaram 34 latinhas,2022-12-16,Brahma,Brahma Duplo Malte Puro,Amazon,4.6,-1,"A avaliação é negativa, pois o cliente comprou 40 latinhas, mas apenas 34 foram entregues, o que indica uma experiência insatisfatória.",https://www.amazon.com.br/gp/customer-reviews/R1XXH2KIHP2P0K/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08NFB66GY
Produto de ótima qualidade original.,2023-08-07,Brahma,Brahma Duplo Malte Puro,Amazon,4.6,1,A avaliação expressa claramente uma opinião positiva ao afirmar que o produto é de ótima qualidade original.,https://www.amazon.com.br/gp/customer-reviews/R1W6X5T9CZ4TRU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08NFB66GY
"Produto é bom, mas veio faltando 1 lata no meu pedido!",2021-11-23,Brahma,Brahma Duplo Malte Puro,Amazon,4.6,0,"A avaliação menciona que o produto é bom, o que poderia indicar uma avaliação positiva. No entanto, a parte em que menciona que veio faltando 1 lata no pedido pode indicar uma experiência negativa. Dessa forma, a avaliação acaba sendo neutra, pois contém elementos positivos e negativos.",https://www.amazon.com.br/gp/customer-reviews/R1VQBUHGQD2CVI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08NFB66GY
Produto mal embalado. Algumas latas estão amassadas.,2021-12-24,Brahma,Brahma Duplo Malte Puro,Amazon,4.6,-1,"A avaliação menciona que o produto está mal embalado e algumas latas estão amassadas, o que indica uma experiência negativa com o produto.",https://www.amazon.com.br/gp/customer-reviews/R1V2C0S9QRUYU4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08NFB66GY
"Boa, mas não é a melhor na faixa de preço.",2022-09-17,Brahma,Brahma Duplo Malte Puro,Amazon,4.6,0,"A avaliação apresenta uma opinião neutra ao afirmar que o produto é bom, porém não é o melhor na faixa de preço. Não há uma clara polaridade positiva ou negativa, indicando uma avaliação neutra.",https://www.amazon.com.br/gp/customer-reviews/R1UZ6S6Y0T6D52/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08NFB66GY
Gosto bastante dessa cerveja. Aproveitei a promoção. Aguardando para terem mais promoções,2022-09-09,Brahma,Brahma Duplo Malte Puro,Amazon,4.6,1,"A avaliação expressa uma opinião positiva ao afirmar que gosta bastante da cerveja e aproveitou a promoção. Além disso, a expectativa por mais promoções indica uma experiência satisfatória com o produto.",https://www.amazon.com.br/gp/customer-reviews/R1RI8IFRMBN9T3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08NFB66GY
"Melhor custo benefício,sabor sem igual, muito boa",2022-12-27,Brahma,Brahma Duplo Malte Puro,Amazon,4.6,1,"A avaliação é claramente positiva, destacando o melhor custo benefício, sabor sem igual e a qualidade do produto como muito boa. Esses elementos indicam uma experiência positiva com o produto Brahma Duplo Malte Puro.",https://www.amazon.com.br/gp/customer-reviews/R1R9TVVXKJI27E/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08NFB66GY
Cerveja é bom demais,2023-11-22,Brahma,Brahma Duplo Malte Puro,Amazon,4.6,1,"A avaliação é claramente positiva ao afirmar que a cerveja é bom demais, indicando uma experiência satisfatória com o produto.",https://www.amazon.com.br/gp/customer-reviews/R1OYY9V0FG2TOG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08NFB66GY
Chegou certinho,2021-12-01,Brahma,Brahma Duplo Malte Puro,Amazon,4.6,0,"A avaliação apenas relata que o produto chegou certinho, sem expressar uma opinião positiva ou negativa.",https://www.amazon.com.br/gp/customer-reviews/R1B70KEO90S1YL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08NFB66GY
"Abri um chamado sobre a cerveja que veio faltando,eu entendi que foi a transportadora que violou,mas não tive nenhum retorno",2023-08-16,Brahma,Brahma Duplo Malte Puro,Amazon,4.6,-1,"A avaliação é negativa, pois relata um problema com a entrega do produto e a falta de retorno por parte da empresa. Isso indica uma experiência insatisfatória para o consumidor.",https://www.amazon.com.br/gp/customer-reviews/R1AH4CH23183D2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08NFB66GY
Boa Cerveja,2023-10-09,Brahma,Brahma Duplo Malte Puro,Amazon,4.6,1,"A avaliação é claramente positiva ao afirmar que a cerveja é boa, indicando uma opinião favorável em relação ao produto.",https://www.amazon.com.br/gp/customer-reviews/R147B8R8C39JXV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08NFB66GY
"Entre as cervejas comuns, uma das melhores! ❤️",2022-05-03,Brahma,Brahma Duplo Malte Puro,Amazon,4.6,1,"A avaliação é claramente positiva ao afirmar que o produto é uma das melhores entre as cervejas comuns, e ainda inclui um emoji de coração, reforçando a satisfação do consumidor.",https://www.amazon.com.br/gp/customer-reviews/R120IWOTZNXC4B/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08NFB66GY
Ótima cerveja! Gosto de seu aroma e engana bem. Principalmente nos primeiros goles e com muita espuma.,2024-02-18,Budweiser,Budweiser Zero,Amazon,4.6,1,"A avaliação descreve a cerveja como ótima, elogiando seu aroma e capacidade de enganar bem. Os termos utilizados, como ótima e gosto de seu aroma, indicam uma experiência positiva com o produto, caracterizando uma avaliação positiva.",https://www.amazon.com.br/gp/customer-reviews/RYZVZMP08NTYE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BWNN2482
"Bebida suave, amargor médio, sabor idêntico a cervejas com álcool. Dá prazer sem prejuízo a saúde de quem está com restrição a ingestão de álcool. Nota 10",2024-05-26,Budweiser,Budweiser Zero,Amazon,4.6,1,"A avaliação destaca aspectos positivos do produto, como ser uma bebida suave, com amargor médio e sabor idêntico a cervejas com álcool. Além disso, ressalta que proporciona prazer sem prejudicar a saúde de quem não pode consumir álcool. A nota 10 final reforça a avaliação positiva do produto.",https://www.amazon.com.br/gp/customer-reviews/RYSI4QROPOZ6E/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BWNN2482
Excelente!!,2024-06-03,Budweiser,Budweiser Zero,Amazon,4.6,1,"A avaliação Excelente!! expressa claramente uma opinião positiva sobre o produto Budweiser Zero. A palavra Excelente indica uma avaliação muito favorável, sem ambiguidades.",https://www.amazon.com.br/gp/customer-reviews/RPK7Q4HTBSFTB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BWNN2482
"A cerveja é maravilhosa, mas algumas latinhas vieram amassadas demais.",2024-05-25,Budweiser,Budweiser Zero,Amazon,4.6,0,"A avaliação apresenta uma opinião positiva inicial ao descrever a cerveja como maravilhosa, porém, em seguida, menciona um aspecto negativo sobre algumas latinhas virem amassadas demais. Essa combinação de comentários positivos e negativos resulta em uma avaliação neutra.",https://www.amazon.com.br/gp/customer-reviews/RJLRA09M9ZQYV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BWNN2482
